extId__c,Churn__c,Name,Gender__c,Sentiment__c,MissingMortgagePayments__c,RetentionTeam__c,LifeStage__c
10438,Yes,Kyle Othman,Female,Neutral,No,Not Engaged,Family
10439,Yes,Alexa Simien,Female,Negative,Yes,Engaged,Family
10440,Yes,Rifaah el-Soltani,Male,Neutral,Yes,Not Engaged,Retired
10441,Yes,Cheyenne Martin,Male,Negative,No,Not Engaged,Single
10442,Yes,Aarif al-Hafeez,Female,Neutral,Yes,Engaged,Retired
10443,Yes,Sergio Hanks,Female,Negative,Yes,Not Engaged,Family
10444,Yes,Olufisayo Alston,Female,Neutral,Yes,Engaged,Family
10445,Yes,Chanon Nguyen,Male,Negative,No,Not Engaged,Single
10446,Yes,Sarah Hufnagel,Female,Positive,No,Not Engaged,Retired
10447,Yes,Cynthia Calder,Female,Negative,No,Engaged,Single
10448,Yes,Veronica Castillo,Male,Negative,Yes,Not Engaged,Retired
10449,Yes,Makayla Hileman,Male,Negative,Yes,Engaged,Retired
10450,Yes,Jordan Martinez-Baltazar,Male,Negative,Yes,Not Engaged,Single
10451,Yes,Cierra Coleman,Female,Neutral,Yes,Not Engaged,Single
10452,Yes,Sean Staab,Male,Negative,Yes,Not Engaged,Retired
10453,Yes,Emily Brynteson,Male,Neutral,Yes,Not Engaged,Family
10454,Yes,Tiana Hughes,Male,Negative,No,Engaged,Single
10455,Yes,Elizabeth Keirns,Male,Negative,No,Not Engaged,Retired
10456,Yes,Eric Mercado,Female,Positive,Yes,Not Engaged,Retired
10457,Yes,Salmaan el-Haque,Female,Neutral,Yes,Not Engaged,Family
10458,Yes,Yaasmeen al-Ghazi,Male,Negative,Yes,Engaged,Retired
10459,Yes,Chloe Barron,Male,Neutral,Yes,Not Engaged,Single
10460,Yes,America Aranda,Female,Neutral,Yes,Not Engaged,Single
10461,Yes,Van Ly,Male,Neutral,Yes,Engaged,Retired
10462,Yes,Karlee Stevens,Female,Negative,No,Not Engaged,Single
10463,Yes,Haneef al-Younan,Male,Positive,No,Not Engaged,Family
10464,Yes,Patrick Kreul,Male,Neutral,No,Engaged,Retired
10465,Yes,Fidal Schenally,Female,Neutral,No,Not Engaged,Single
10466,Yes,Santiago Rangel,Female,Negative,No,Not Engaged,Single
10467,Yes,Quincy Jefferson,Male,Negative,No,Engaged,Single
10468,Yes,Kylee Carter,Female,Negative,No,Engaged,Single
10469,Yes,Dillon Bratsch,Male,Neutral,Yes,Engaged,Single
10470,Yes,Alexis Coyhis,Female,Negative,No,Not Engaged,Retired
10471,Yes,Danielle Hall,Male,Positive,Yes,Not Engaged,Single
10472,Yes,Renata Smith-Shearrion,Female,Positive,No,Not Engaged,Single
10473,Yes,Nicholas Ramirez,Male,Neutral,Yes,Not Engaged,Retired
10474,Yes,Mahbooba al-Omer,Male,Positive,No,Not Engaged,Single
10475,Yes,Joseph Vargas,Male,Negative,Yes,Not Engaged,Single
10476,Yes,Darrion Sandstede,Female,Negative,Yes,Engaged,Family
10477,Yes,Symone Watson,Female,Neutral,Yes,Not Engaged,Single
10478,Yes,Jennifer Nguyen,Male,Neutral,No,Engaged,Retired
10479,Yes,Paxheenying Perez,Female,Negative,No,Not Engaged,Single
10480,Yes,Nooriyya el-Faraj,Female,Negative,No,Not Engaged,Single
10481,Yes,Zakiyya al-Ramin,Male,Negative,Yes,Not Engaged,Single
10482,Yes,Ethan Gallegos,Female,Negative,No,Not Engaged,Single
10483,Yes,Rashaad al-Selim,Male,Neutral,Yes,Not Engaged,Retired
10484,Yes,Destiny Kirwin-Ware,Male,Negative,Yes,Not Engaged,Retired
10485,Yes,Lindsey Murray,Male,Neutral,No,Not Engaged,Single
10486,Yes,Fikri el-Shahidi,Male,Negative,Yes,Engaged,Single
10487,Yes,Dylan Matlock,Female,Negative,Yes,Not Engaged,Family
10488,Yes,Jin Nguyen,Female,Neutral,No,Not Engaged,Retired
10489,Yes,Laiba Wu,Female,Negative,Yes,Engaged,Retired
10490,Yes,Kendrick Hudson,Male,Negative,Yes,Not Engaged,Single
10491,Yes,Benjamin Lee,Male,Negative,No,Engaged,Family
10492,Yes,Nicole Singleton,Female,Positive,No,Not Engaged,Single
10493,Yes,Nicholas Dodge,Female,Negative,Yes,Not Engaged,Single
10494,Yes,Brittany Tafoya,Female,Positive,Yes,Not Engaged,Retired
10495,Yes,Richard Chang,Male,Negative,Yes,Not Engaged,Single
10496,Yes,Felicia Hooks,Female,Negative,No,Engaged,Single
10497,Yes,Andrew Fuchs,Female,Neutral,Yes,Not Engaged,Retired
10498,Yes,Thelma Garcia,Male,Negative,No,Engaged,Single
10499,Yes,Isaac Leon,Male,Neutral,Yes,Not Engaged,Retired
10500,Yes,Le Darius Pegues,Male,Negative,No,Not Engaged,Family
10501,Yes,Naseema al-Latif,Female,Neutral,Yes,Engaged,Single
10502,Yes,Brian Khalidov,Female,Positive,Yes,Not Engaged,Retired
10503,Yes,Kaile Garcia,Male,Positive,No,Engaged,Single
10504,Yes,Mahbooba al-Pour,Male,Negative,No,Not Engaged,Retired
10505,Yes,Deleya Jones,Female,Negative,No,Engaged,Retired
10506,Yes,Sukhbir Mizoue,Male,Positive,Yes,Engaged,Family
10507,Yes,Trina Johnson,Male,Neutral,Yes,Engaged,Single
10508,Yes,Samantha Danielson,Female,Negative,Yes,Not Engaged,Family
10509,Yes,Hideki Piscopio,Male,Neutral,Yes,Not Engaged,Single
10510,Yes,Scott Haderle,Female,Negative,Yes,Not Engaged,Single
10511,Yes,Jenna Chun,Male,Neutral,Yes,Not Engaged,Single
10512,Yes,Jessica Makaiwi,Female,Neutral,No,Not Engaged,Single
10513,Yes,Jamiah Perez,Female,Negative,Yes,Not Engaged,Retired
10514,Yes,Marcus Salido,Male,Positive,No,Not Engaged,Single
10515,Yes,Berenice Trujillo,Female,Negative,No,Engaged,Single
10516,Yes,Johanna Padilla,Male,Negative,Yes,Engaged,Single
10517,Yes,Marika Bettis,Male,Neutral,Yes,Not Engaged,Family
10518,Yes,Savanna Favela-Vargas,Male,Neutral,Yes,Not Engaged,Retired
10519,Yes,Azhaar el-Odeh,Female,Positive,Yes,Not Engaged,Family
10520,Yes,Sung-Jin Yoo,Male,Positive,Yes,Not Engaged,Retired
10521,Yes,Ethan Geisweidt,Female,Negative,Yes,Not Engaged,Single
10522,Yes,Jawhar al-Yamin,Male,Negative,Yes,Engaged,Retired
10523,Yes,Ashley Anderson,Male,Neutral,Yes,Engaged,Single
10524,Yes,Sham'a al-Hamid,Male,Negative,Yes,Not Engaged,Family
10525,Yes,Layaali al-Farha,Female,Negative,No,Not Engaged,Retired
10526,Yes,John Sause,Male,Neutral,Yes,Engaged,Family
10527,Yes,Abdul Ghafoor el-Demian,Female,Positive,No,Engaged,Single
10528,Yes,Adrianna Hernandez,Male,Negative,Yes,Not Engaged,Single
10529,Yes,Ghaamid el-Yousuf,Female,Neutral,No,Engaged,Single
10530,Yes,Daniel Humildad,Female,Negative,No,Not Engaged,Single
10531,Yes,Solomon Serna,Male,Negative,No,Not Engaged,Family
10532,Yes,Aldo Urias,Male,Negative,Yes,Engaged,Family
10533,Yes,Julian Macias,Female,Negative,No,Engaged,Single
10534,Yes,Afeefa el-Kamali,Male,Negative,Yes,Not Engaged,Single
10535,Yes,Brooke Innis,Female,Negative,Yes,Not Engaged,Retired
10536,Yes,Michelle Bowman,Female,Neutral,Yes,Engaged,Retired
10537,Yes,Kelly Balisnomo,Male,Neutral,No,Not Engaged,Family
10538,Yes,Amanda Thomas,Female,Negative,Yes,Engaged,Retired
10539,Yes,Robert Moore,Male,Positive,Yes,Not Engaged,Retired
10540,Yes,Ahlaam el-Khatib,Male,Positive,Yes,Engaged,Single
10541,Yes,Tareefa el-Saadeh,Male,Negative,No,Not Engaged,Family
10542,Yes,Jose Villamil Buenfil,Male,Negative,Yes,Not Engaged,Single
10543,Yes,Blake Villegas,Male,Neutral,Yes,Engaged,Single
10544,Yes,Jared Rudd,Female,Negative,No,Not Engaged,Single
10545,Yes,Tiffany Mix,Male,Neutral,Yes,Not Engaged,Single
10546,Yes,Ismad al-Lodi,Female,Positive,No,Not Engaged,Family
10547,Yes,Rachael Weaver,Female,Negative,No,Engaged,Retired
10548,Yes,Monica Sisneros,Male,Negative,Yes,Not Engaged,Single
10549,Yes,Christopher Mcconnell,Female,Negative,No,Engaged,Single
10550,Yes,Mubarak al-Badour,Male,Neutral,Yes,Engaged,Retired
10551,Yes,Crystal Lozano Enriquez,Male,Negative,No,Engaged,Retired
10552,Yes,Aidan Bowermaster,Female,Neutral,Yes,Not Engaged,Retired
10553,Yes,Andrea Renteria,Male,Neutral,Yes,Not Engaged,Family
10554,Yes,Khulood el-Akram,Female,Negative,No,Not Engaged,Single
10555,Yes,Madison Torres,Female,Positive,Yes,Engaged,Single
10556,Yes,Ariana Unruh,Female,Negative,Yes,Not Engaged,Single
10557,Yes,Francis Nguyen,Male,Positive,No,Not Engaged,Retired
10558,Yes,Talon Gutierrez,Male,Positive,No,Engaged,Family
10559,Yes,Clarissa Ralphs,Male,Negative,No,Not Engaged,Single
10560,Yes,Kael Delgado,Female,Neutral,No,Not Engaged,Single
10561,Yes,Ciara Yates,Female,Negative,No,Not Engaged,Single
10562,Yes,Nu'maan el-Badie,Female,Neutral,Yes,Engaged,Family
10563,Yes,Efrain Alvarado,Female,Negative,Yes,Not Engaged,Single
10564,Yes,Nawwaara el-Younan,Male,Negative,Yes,Engaged,Retired
10565,Yes,Suheila Long,Male,Negative,No,Not Engaged,Single
10566,Yes,Joshua Glach,Male,Positive,Yes,Engaged,Single
10567,Yes,Holly Dwyer,Male,Neutral,Yes,Not Engaged,Retired
10568,Yes,Johnny Moy,Female,Neutral,No,Not Engaged,Family
10569,Yes,Cody Brewer,Female,Positive,Yes,Not Engaged,Family
10570,Yes,Tahjlon Mims,Female,Negative,No,Not Engaged,Retired
10571,Yes,Arkasha Treanor,Male,Positive,No,Not Engaged,Retired
10572,Yes,Hamza al-Alam,Female,Negative,Yes,Not Engaged,Retired
10573,Yes,Mariah Thortvedt,Female,Negative,No,Not Engaged,Single
10574,Yes,Adam Sivisay,Male,Negative,Yes,Not Engaged,Retired
10575,Yes,Sabiyya al-Bagheri,Male,Negative,Yes,Not Engaged,Single
10576,Yes,Najeem al-Dib,Male,Neutral,No,Not Engaged,Retired
10577,Yes,Caleb Murray,Female,Positive,Yes,Not Engaged,Family
10578,Yes,Afeefa al-Shaker,Female,Negative,Yes,Not Engaged,Family
10579,Yes,Adam Reeves,Male,Positive,Yes,Not Engaged,Single
10580,Yes,Miranda Cash,Male,Positive,Yes,Not Engaged,Single
10581,Yes,Gilbert Sanchez,Female,Neutral,Yes,Not Engaged,Single
10582,Yes,Catarina Guerrero,Female,Negative,No,Not Engaged,Retired
10583,Yes,Oscar Ivan Martin,Female,Positive,Yes,Not Engaged,Retired
10584,Yes,Hishma al-Safi,Male,Neutral,Yes,Not Engaged,Family
10585,Yes,Pratheeksha Nguyen,Male,Positive,Yes,Not Engaged,Retired
10586,Yes,Malia Gorski,Male,Positive,No,Not Engaged,Single
10587,Yes,Yanet Amaya,Female,Negative,Yes,Engaged,Family
10588,Yes,Bryan Maes,Male,Positive,No,Not Engaged,Retired
10589,Yes,Yazmin Villegas,Female,Neutral,No,Not Engaged,Retired
10590,Yes,Tony Billiamosa,Female,Negative,No,Engaged,Retired
10591,Yes,David Williams,Male,Positive,No,Not Engaged,Single
10592,Yes,Jumail el-Saade,Male,Negative,No,Not Engaged,Single
10593,Yes,Maisara el-Habibi,Male,Positive,No,Not Engaged,Single
10594,Yes,Victoria Murray,Male,Positive,Yes,Engaged,Single
10595,Yes,Emily Alvarado,Female,Negative,No,Engaged,Single
10596,Yes,Daniel Andrew,Male,Negative,Yes,Not Engaged,Family
10597,Yes,Shaimaaa al-Minhas,Male,Neutral,No,Engaged,Family
10598,Yes,Desirae Marquez,Female,Neutral,Yes,Not Engaged,Retired
10599,Yes,Aaron Velez,Male,Neutral,Yes,Not Engaged,Family
10600,Yes,Matthew Vang,Male,Positive,No,Not Engaged,Retired
10601,Yes,Joseph Seiler,Male,Neutral,No,Engaged,Family
10602,Yes,Demi Sanders,Female,Neutral,Yes,Engaged,Single
10603,Yes,Olivet Etzenhouser,Male,Neutral,Yes,Not Engaged,Single
10604,Yes,Bret Hubbard,Male,Neutral,No,Engaged,Family
10605,Yes,Dominique Bible,Female,Neutral,Yes,Not Engaged,Family
10606,Yes,Farrell Grossetete,Male,Negative,No,Not Engaged,Family
10607,Yes,Jessica Keller,Female,Negative,No,Not Engaged,Retired
10608,Yes,Luke Augustine,Male,Positive,Yes,Not Engaged,Single
10609,Yes,Cody Didario,Male,Negative,Yes,Engaged,Single
10610,Yes,Jackson Hannon,Male,Neutral,Yes,Not Engaged,Family
10611,Yes,Jayren White,Male,Positive,Yes,Not Engaged,Retired
10612,Yes,David Ambriz,Female,Positive,No,Not Engaged,Single
10613,Yes,Teagan Klug,Female,Neutral,No,Engaged,Single
10614,Yes,Sierra Runningbear,Male,Neutral,No,Not Engaged,Family
10615,Yes,Brittany Peluso,Female,Neutral,Yes,Not Engaged,Retired
10616,Yes,Connie Lee,Female,Neutral,Yes,Not Engaged,Single
10617,Yes,Zeena el-Guler,Female,Negative,No,Engaged,Retired
10618,Yes,Marcus Lattimer,Female,Positive,Yes,Not Engaged,Single
10619,Yes,Jennifer Creath,Male,Positive,Yes,Engaged,Family
10620,Yes,Jonathon Garcia,Male,Negative,Yes,Not Engaged,Family
10621,Yes,James-Michael Brown,Female,Positive,Yes,Not Engaged,Retired
10622,Yes,Bibek Fender,Male,Positive,No,Not Engaged,Single
10623,Yes,Jennifer Chen,Female,Negative,No,Not Engaged,Single
10624,Yes,Sebastian Pierson,Female,Negative,Yes,Not Engaged,Family
10625,Yes,Cannon Chaffin,Female,Negative,No,Engaged,Retired
10626,Yes,Nicole Noga,Female,Negative,No,Engaged,Family
10627,Yes,Marlyn Guzman,Female,Negative,No,Not Engaged,Retired
10628,Yes,Nabeel el-Nazar,Female,Negative,Yes,Not Engaged,Single
10629,Yes,Sarai Brown,Male,Positive,Yes,Not Engaged,Single
10630,Yes,Chad Busby,Female,Negative,No,Not Engaged,Single
10631,Yes,Ghassaan al-Shaikh,Male,Positive,Yes,Not Engaged,Single
10632,Yes,Adam Kenyon,Female,Negative,No,Not Engaged,Single
10633,Yes,Austin Uribe,Male,Positive,Yes,Engaged,Single
10634,Yes,Jule Torres,Female,Negative,No,Not Engaged,Single
10635,Yes,Kaileigh Camp,Female,Negative,No,Not Engaged,Retired
10636,Yes,Waheeda el-Mitri,Male,Negative,Yes,Not Engaged,Retired
10637,Yes,Monique Davis,Female,Negative,Yes,Not Engaged,Retired
10638,Yes,Kimberly Rodriguez,Male,Neutral,No,Engaged,Single
10639,Yes,Teryn Parson,Female,Neutral,No,Engaged,Retired
10640,Yes,Keith Raven,Female,Negative,Yes,Engaged,Single
10641,Yes,Rosalyn Tran,Male,Negative,Yes,Engaged,Single
10642,Yes,Jahnee Phillips,Female,Positive,No,Not Engaged,Single
10643,Yes,Elyse Lasalle,Male,Negative,Yes,Engaged,Single
10644,Yes,William Day,Male,Negative,No,Not Engaged,Family
10645,Yes,Tanna Lujan,Male,Negative,No,Not Engaged,Family
10646,Yes,Sopannah Mondia,Female,Neutral,Yes,Engaged,Retired
10647,Yes,Dameion Runningbear-Paul,Male,Neutral,No,Not Engaged,Retired
10648,Yes,Ashley Wright,Female,Neutral,No,Not Engaged,Single
10649,Yes,Sabrina Amare Tekle,Male,Negative,Yes,Not Engaged,Single
10650,Yes,Deandre Davis,Female,Neutral,No,Not Engaged,Single
10651,Yes,An Idris,Female,Neutral,Yes,Not Engaged,Single
10652,Yes,Jazzmin Capel,Female,Positive,No,Not Engaged,Single
10653,Yes,Aric Ortega-Aragon,Male,Negative,Yes,Engaged,Retired
10654,Yes,Kaarim el-Shaban,Female,Neutral,Yes,Not Engaged,Retired
10655,Yes,Ramon Rasmussen,Male,Positive,No,Engaged,Retired
10656,Yes,Abdiaziz Harper,Male,Positive,Yes,Not Engaged,Retired
10657,Yes,Keith Brady-Bennett,Female,Positive,Yes,Not Engaged,Retired
10658,Yes,Leo O Kelley,Female,Negative,No,Not Engaged,Retired
10659,Yes,Luis Simmons,Female,Negative,No,Not Engaged,Retired
10660,Yes,Lateefa el-Mona,Female,Positive,Yes,Engaged,Single
10661,Yes,Marcus Acosta,Female,Positive,Yes,Engaged,Single
10662,Yes,Marilu Wilson,Female,Negative,Yes,Engaged,Single
10663,Yes,Ashley Koerner,Female,Positive,No,Not Engaged,Single
10664,Yes,Shaquaya Molock-Sanders,Male,Negative,No,Not Engaged,Single
10665,Yes,Zachary Sullivant,Female,Negative,No,Not Engaged,Family
10666,Yes,Kaazima el-Meer,Male,Negative,No,Not Engaged,Single
10667,Yes,Melissa Fung,Male,Negative,Yes,Engaged,Single
10668,Yes,Muneer al-Abood,Male,Positive,Yes,Not Engaged,Retired
10669,Yes,Lina Searles,Male,Neutral,No,Engaged,Single
10670,Yes,Philong Um,Male,Negative,No,Engaged,Single
10671,Yes,Charde Terrell,Male,Positive,No,Not Engaged,Single
10672,Yes,Alicia Waters,Female,Positive,Yes,Not Engaged,Retired
10673,Yes,Deion Palma,Male,Negative,Yes,Not Engaged,Retired
10674,Yes,Julia Nez,Female,Negative,Yes,Not Engaged,Single
10675,Yes,Sawada al-Shakoor,Male,Positive,Yes,Not Engaged,Retired
10676,Yes,Camille Nguyen,Male,Neutral,No,Not Engaged,Single
10677,Yes,Emily Macura,Male,Negative,Yes,Engaged,Single
10678,Yes,Raul Dee-Hamilton,Female,Positive,Yes,Not Engaged,Family
10679,Yes,Lauren Finch,Male,Negative,Yes,Not Engaged,Retired
10680,Yes,Geoffrey Bailey,Female,Neutral,No,Not Engaged,Single
10681,Yes,Jena Richter,Male,Negative,Yes,Not Engaged,Single
10682,Yes,Elise Carrillo,Female,Negative,Yes,Engaged,Single
10683,Yes,Brandon Nguyen,Female,Negative,Yes,Not Engaged,Single
10684,Yes,Kennia Land,Female,Negative,Yes,Not Engaged,Retired
10685,Yes,Tamanna al-Rasul,Female,Negative,No,Not Engaged,Single
10686,Yes,Clara Senthil Nathan,Female,Positive,Yes,Engaged,Retired
10687,Yes,Benjamin Smith,Female,Negative,Yes,Not Engaged,Single
10688,Yes,Nick Wingo,Female,Positive,Yes,Engaged,Single
10689,Yes,Fuaada el-Mostafa,Male,Negative,Yes,Not Engaged,Family
10690,Yes,Valen Parrott,Male,Negative,Yes,Not Engaged,Retired
10691,Yes,Pierre Childress,Female,Neutral,No,Not Engaged,Retired
10692,Yes,Hunter Leber,Male,Negative,Yes,Engaged,Family
10693,Yes,Fawzaana al-Naqvi,Male,Neutral,Yes,Not Engaged,Family
10694,Yes,Jacob Young,Male,Neutral,Yes,Not Engaged,Single
10695,Yes,Dwayne Hamlin,Male,Negative,No,Not Engaged,Single
10696,Yes,De Jon Lightner,Male,Positive,No,Not Engaged,Single
10697,Yes,Jomelyn Kim,Female,Neutral,Yes,Not Engaged,Single
10698,Yes,Farha al-Sani,Female,Negative,Yes,Not Engaged,Family
10699,Yes,Brianna Fischer,Male,Negative,No,Engaged,Single
10700,Yes,Nataly Bojorquez-Roman,Female,Positive,No,Not Engaged,Single
10701,Yes,Alvin Kim,Female,Negative,Yes,Not Engaged,Single
10702,Yes,Madeeha el-Khalaf,Male,Neutral,Yes,Not Engaged,Single
10703,Yes,Sierra Musial,Female,Negative,Yes,Not Engaged,Family
10704,Yes,Aerika Dorrance,Male,Negative,Yes,Not Engaged,Family
10705,Yes,Aaron Norris,Male,Negative,Yes,Engaged,Single
10706,Yes,Esainea Kearns,Female,Negative,No,Not Engaged,Family
10707,Yes,Marcus Smith,Male,Negative,Yes,Not Engaged,Single
10708,Yes,Zaitoona al-Matar,Female,Positive,No,Engaged,Single
10709,Yes,Abdul Qayyoom el-Radi,Female,Neutral,No,Not Engaged,Single
10710,Yes,Anthony Latham,Female,Negative,Yes,Engaged,Single
10711,Yes,Jamal Daniels  II,Male,Neutral,Yes,Engaged,Single
10712,Yes,Ashley Gardner,Male,Neutral,No,Not Engaged,Single
10713,Yes,Centray Pennywell,Male,Negative,No,Not Engaged,Family
10714,Yes,Zaahir el-Waheed,Female,Positive,No,Not Engaged,Single
10715,Yes,Shahaada al-Srour,Male,Negative,Yes,Engaged,Single
10716,Yes,Mariyah Washington,Male,Positive,Yes,Engaged,Retired
10717,Yes,Austin Champ,Female,Neutral,No,Engaged,Retired
10718,Yes,Talha al-Kaleel,Female,Neutral,Yes,Not Engaged,Single
10719,Yes,Qaaida el-Sahli,Female,Negative,Yes,Not Engaged,Single
10720,Yes,Diondre Bailey,Male,Negative,No,Not Engaged,Family
10721,Yes,Makayla Landry,Female,Negative,Yes,Not Engaged,Single
10722,Yes,Robert Tappy,Male,Negative,Yes,Engaged,Retired
10723,Yes,Allen Lee,Female,Negative,No,Not Engaged,Family
10724,Yes,Naaifa el-Nazir,Male,Neutral,Yes,Engaged,Family
10725,Yes,Naaifa el-Meskin,Male,Positive,No,Not Engaged,Single
10726,Yes,Kendra Luark,Male,Negative,Yes,Not Engaged,Single
10727,Yes,Kyle Schleiger,Male,Neutral,Yes,Not Engaged,Single
10728,Yes,Ghaali el-Zia,Male,Negative,Yes,Not Engaged,Retired
10729,Yes,Tawheed el-Ameen,Male,Negative,No,Not Engaged,Single
10730,Yes,Andi Um,Male,Positive,Yes,Not Engaged,Retired
10731,Yes,Jesus Vigil,Female,Negative,Yes,Not Engaged,Family
10732,Yes,Stephen Elfvin,Male,Negative,No,Not Engaged,Retired
10733,Yes,Jennie Martinez,Female,Positive,Yes,Engaged,Single
10734,Yes,My Duyen Douglas,Female,Negative,No,Not Engaged,Retired
10735,Yes,Tyesha Hardin II,Female,Positive,No,Not Engaged,Retired
10736,Yes,Gookhyun Dou,Female,Negative,No,Engaged,Retired
10737,Yes,Jigmei Chavez,Female,Positive,No,Engaged,Single
10738,Yes,Ethan Moran,Female,Positive,Yes,Engaged,Family
10739,Yes,Alexander Waldo,Male,Negative,Yes,Not Engaged,Single
10740,Yes,Ruwaid al-Meskin,Female,Negative,No,Not Engaged,Retired
10741,Yes,Katheer el-Hanif,Female,Negative,Yes,Not Engaged,Single
10742,Yes,Tres Riley,Female,Negative,Yes,Engaged,Single
10743,Yes,Kylie Waravitayakun,Male,Neutral,Yes,Engaged,Single
10744,Yes,Jonah Young,Female,Neutral,Yes,Not Engaged,Retired
10745,Yes,Ationa Pride,Male,Negative,No,Engaged,Single
10746,Yes,Shauntino Clift,Male,Neutral,Yes,Engaged,Single
10747,Yes,Mahboob el-Hussain,Male,Negative,Yes,Not Engaged,Single
10748,Yes,Safwaan el-Hares,Male,Neutral,Yes,Not Engaged,Family
10749,Yes,Malachi Brough,Female,Positive,Yes,Not Engaged,Family
10750,Yes,Megan Pham,Female,Negative,Yes,Engaged,Single
10751,Yes,Christopher Williams,Male,Negative,No,Not Engaged,Retired
10752,Yes,Cirilia Mendez,Male,Neutral,No,Not Engaged,Family
10753,Yes,Aaron Murillo-Soto,Female,Neutral,Yes,Not Engaged,Retired
10754,Yes,Jakub Dew,Female,Neutral,Yes,Engaged,Retired
10755,Yes,Courtlyn Whitaker,Female,Negative,Yes,Not Engaged,Single
10756,Yes,Alex Sterett,Female,Neutral,Yes,Not Engaged,Family
10757,Yes,Luke Harrison,Female,Neutral,No,Not Engaged,Single
10758,Yes,Haneef el-Shakir,Male,Negative,No,Engaged,Single
10759,Yes,Shaheed el-Shariff,Female,Negative,Yes,Not Engaged,Single
10760,Yes,"Ma,Roof el-Ullah",Male,Negative,No,Engaged,Family
10761,Yes,Ruben Levesque,Female,Negative,Yes,Not Engaged,Family
10762,Yes,Thaddieus Cross,Male,Positive,Yes,Not Engaged,Retired
10763,Yes,Victoria Ross,Female,Positive,Yes,Not Engaged,Single
10764,Yes,Tylina Delaney,Male,Negative,No,Engaged,Single
10765,Yes,Devin Mccabe,Male,Positive,Yes,Engaged,Single
10766,Yes,Cynthia Patterson,Male,Negative,No,Not Engaged,Family
10767,Yes,Victoria Kroah,Male,Negative,No,Engaged,Retired
10768,Yes,Whitnie Koskovich,Female,Positive,No,Engaged,Family
10769,Yes,Ashlie Hopkins,Male,Positive,Yes,Engaged,Single
10770,Yes,Chloe Monette,Male,Negative,No,Not Engaged,Single
10771,Yes,Yusri al-Noorani,Female,Negative,Yes,Engaged,Retired
10772,Yes,Maliha Erman,Male,Negative,No,Not Engaged,Single
10773,Yes,Melinda Duran,Female,Negative,No,Engaged,Family
10774,Yes,Eric Reneau,Male,Neutral,No,Not Engaged,Family
10775,Yes,Joselyn Briones,Female,Negative,Yes,Not Engaged,Single
10776,Yes,Brianna Watchman,Male,Neutral,Yes,Engaged,Single
10777,Yes,Mitchell Ontiveros,Female,Negative,No,Not Engaged,Single
10778,Yes,Zufar al-Abood,Male,Negative,No,Engaged,Retired
10779,Yes,David Bernstein,Female,Negative,Yes,Not Engaged,Single
10780,Yes,Benjamin Nagendra,Female,Positive,No,Not Engaged,Single
10781,Yes,Chisom Arrington,Male,Neutral,No,Engaged,Single
10782,Yes,Sara Behrens,Female,Negative,No,Engaged,Single
10783,Yes,Amanda Brannigan,Male,Neutral,No,Not Engaged,Retired
10784,Yes,Ryan Nieves,Male,Negative,Yes,Not Engaged,Single
10785,Yes,Nadheera el-Abdella,Female,Neutral,Yes,Engaged,Retired
10786,Yes,Ignacio Duvall,Female,Positive,Yes,Not Engaged,Single
10787,Yes,Itua Lloyd,Male,Positive,Yes,Engaged,Single
10788,Yes,Ruwaida al-Jama,Male,Negative,Yes,Not Engaged,Family
10789,Yes,Luke King,Female,Negative,Yes,Engaged,Single
10790,Yes,Ryan Bauer,Female,Positive,Yes,Not Engaged,Single
10791,Yes,Ghaaliba al-Shahin,Male,Negative,Yes,Not Engaged,Single
10792,Yes,Holly Roberts,Male,Negative,Yes,Not Engaged,Single
10793,Yes,Andrew Hawk,Male,Neutral,Yes,Not Engaged,Retired
10794,Yes,Abdur Raqeeb el-Mahmood,Female,Negative,Yes,Engaged,Single
10795,Yes,Jaquey Carter,Female,Positive,Yes,Not Engaged,Single
10796,Yes,Lara Michel,Female,Positive,Yes,Engaged,Single
10797,Yes,Humaidaan al-Suleiman,Female,Positive,No,Engaged,Single
10798,Yes,Bre Onna Young,Male,Negative,No,Engaged,Family
10799,Yes,Nicholas Ameyaw,Male,Positive,No,Engaged,Single
10800,Yes,Larissa Santizo,Female,Negative,Yes,Engaged,Single
10801,Yes,Ty Walck,Male,Negative,Yes,Engaged,Single
10802,Yes,Mishaari el-Aziz,Female,Negative,No,Engaged,Single
10803,Yes,Thamra al-Abdul,Male,Negative,Yes,Not Engaged,Single
10804,Yes,Kelia Williams,Female,Negative,No,Not Engaged,Retired
10805,Yes,Monique Martinez Flood,Male,Positive,Yes,Engaged,Single
10806,Yes,Ashley Baca,Male,Negative,No,Not Engaged,Single
10807,Yes,Salaah el-Mohammad,Female,Negative,Yes,Not Engaged,Retired
10808,Yes,Kami Giron Lovato,Male,Neutral,No,Engaged,Single
10809,Yes,Ariyya al-Kazi,Female,Negative,Yes,Not Engaged,Single
10810,Yes,Kevin Kitayama,Male,Positive,Yes,Not Engaged,Single
10811,Yes,Moesha Hoke,Female,Neutral,Yes,Not Engaged,Retired
10812,Yes,William Rodriguez,Female,Neutral,Yes,Engaged,Single
10813,Yes,Clifton Taylor,Female,Neutral,Yes,Not Engaged,Family
10814,Yes,Noah Bartram,Male,Negative,No,Not Engaged,Family
10815,Yes,Michael Tehero,Male,Negative,No,Not Engaged,Retired
10816,Yes,Uthmaa N al-Shaikh,Male,Neutral,Yes,Not Engaged,Retired
